file_path,header1,header2,header3,header4
/Users/brentbrewington/Downloads/Data/Financial Statements_page_405.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_406.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_407.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 31 July 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_408.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 31 July 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_409.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 31 July 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_410.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 31 July 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_411.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 31 July 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_412.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 July 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_413.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 31 July 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_414.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 31 July 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_415.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 31 July 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_416.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Ten Months Ending 31 July 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_417.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Ten Months Ending 31 July 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_418.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Ten Months Ending 31 July 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_419.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Ten Months Ending 31 July 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_420.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 31 July 2022,July July July YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_421.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 31 July 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_422.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 31 July 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_423.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 31 July 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_424.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 31 July 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_425.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 31 July 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_426.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 July 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_427.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 31 July 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_428.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 31 July 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_429.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 31 July 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_430.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Ten Months Ending 31 July 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_431.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Ten Months Ending 31 July 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_432.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Ten Months Ending 31 July 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_433.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Ten Months Ending 31 July 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_434.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 31 July 2023,July July July YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_435.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_436.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_437.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_438.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_439.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_440.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 August 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_441.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_442.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_443.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_444.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_445.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_446.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_447.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_448.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_449.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 31 August 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_450.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 31 August 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_451.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 31 August 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_452.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 31 August 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_453.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 31 August 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_454.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 August 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_455.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 31 August 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_456.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 31 August 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_457.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 31 August 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_458.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Eleven Months Ending 31 August 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_459.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Eleven Months Ending 31 August 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_460.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Eleven Months Ending 31 August 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_461.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Eleven Months Ending 31 August 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_462.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 31 August 2021,August August August YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_463.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 31 August 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_464.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 31 August 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_465.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 31 August 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_466.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 31 August 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_467.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 31 August 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_468.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 August 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_469.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 31 August 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_470.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 31 August 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_471.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 31 August 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_472.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Eleven Months Ending 31 August 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_473.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Eleven Months Ending 31 August 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_474.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Eleven Months Ending 31 August 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_475.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Eleven Months Ending 31 August 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_476.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 31 August 2022,August August August YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_477.pdf,ARMY RECREATION MACHINE PROO,Statement of Financial Condition,Unaudited,As of 31 August 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_478.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 31 August 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_479.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 31 August 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_480.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 31 August 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_481.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 31 August 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_482.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 August 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_483.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 31 August 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_484.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 31 August 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_485.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 31 August 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_486.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Eleven Months Ending 31 August 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_487.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Eleven Months Ending 31 August 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_488.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Eleven Months Ending 31 August 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_489.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Eleven Months Ending 31 August 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_490.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 31 August 2023,August August August YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_491.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_492.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_493.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_494.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_495.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_496.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 30 September 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_497.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_498.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_499.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_500.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_501.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_502.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_503.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_504.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_505.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 30 September 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_506.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 30 September 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_507.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 30 September 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_508.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 30 September 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_509.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 30 September 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_510.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 30 September 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_511.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 30 September 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_512.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 30 September 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_513.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 30 September 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_514.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Twelve Months Ending 30 September 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_515.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Twelve Months Ending 30 September 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_516.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Twelve Months Ending 30 September 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_517.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Twelve Months Ending 30 September 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_518.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 30 September 2021,September September September YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_519.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 30 September 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_520.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 30 September 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_521.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 30 September 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_522.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 30 September 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_523.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 30 September 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_524.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 30 September 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_525.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 30 September 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_526.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 30 September 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_527.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 30 September 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_528.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Twelve Months Ending 30 September 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_529.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Twelve Months Ending 30 September 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_530.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Twelve Months Ending 30 September 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_531.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Twelve Months Ending 30 September 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_532.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 30 September 2022,September September September YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_533.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 30 September 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_534.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 30 September 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_535.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 30 September 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_536.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 30 September 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_537.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 30 September 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_538.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 30 September 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_539.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 30 September 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_540.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 30 September 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_541.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 30 September 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_542.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Twelve Months Ending 30 September 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_543.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Twelve Months Ending 30 September 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_544.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Twelve Months Ending 30 September 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_545.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Twelve Months Ending 30 September 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_546.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 30 September 2023,September September September YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_547.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 31 October 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_548.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 31 October 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_549.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 31 October 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_550.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 31 October 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_551.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 31 October 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_552.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 October 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_553.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 31 October 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_554.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 31 October 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_555.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 31 October 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_556.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 31 October 2020,October October October YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_557.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 31 October 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_558.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual VS Budget,For the Month Ending 31 October 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_559.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual VS Budget,For the Month Ending 31 October 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_560.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual VS Budget,For the Month Ending 31 October 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_561.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual VS Budget,For the Month Ending 31 October 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_562.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 October 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_563.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 31 October 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_564.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 31 October 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_565.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 31 October 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_566.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 31 October 2021,October October October YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_567.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 31 October 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_568.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 31 October 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_569.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 31 October 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_570.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 31 October 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_571.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 31 October 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_572.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 October 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_573.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 31 October 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_574.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 31 October 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_575.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 31 October 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_576.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 31 October 2022,October October October YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_577.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 31 October 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_578.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 31 October 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_579.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 31 October 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_580.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 31 October 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_581.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 31 October 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_582.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 October 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_583.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 31 October 2023
